Supply_station,Sale_location,Postal_code,Municipality,Region,Type,Supertype,Sale_type,Quantity,Quantity_tons,Year,Use_category,Domestic_international,Comment,Ship_category,Use_category_eng,Population_region,Population_munic
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,171889,148.68398499999998,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,26923,23.288395,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,80989,70.055485,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,21261,18.390765,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,9888,8.553120000000002,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,75834,65.59641,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,66786,57.76989,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,935485,809.194525,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,81579,70.565835,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,1397683,1208.9957949999998,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,48432,41.89368,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,9444,8.16906,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,222748,211462
Stykkishólmur,Stykkishólmur,340,"Eyja- og Miklaholtshreppur,Sveitarfélagið Stykkishólmur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,145000,125.425,2019,Skip og bátar,Innanlands,Einni færslu skipt í tvennt til að geta flokkað betur,Litlir bátar,Ships and boats,16462,1360
Stykkishólmur,Stykkishólmur,340,"Eyja- og Miklaholtshreppur,Sveitarfélagið Stykkishólmur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,228258,197.44316999999998,2019,Önnur notkun,Innanlands,Einni færslu skipt í tvennt til að geta flokkað betur,NA,Other uses,16462,1360
Reyðarfjörður,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,MD-olía,Gasolía,Sala ekki flutningsjöfnuð,47715,41.273475,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,MD-olía,Gasolía,Sala ekki flutningsjöfnuð,1924818,1664.96757,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,Sala ekki flutningsjöfnuð,4009784,3468.4631600000002,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,MD-olía,Gasolía,Sala ekki flutningsjöfnuð,7569322,6547.46353,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,Sala ekki flutningsjöfnuð,9765349,8447.026885,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía,Gasolía,Sala ekki flutningsjöfnuð,6797324,5879.68526,2019,Samgöngur á landi,Millilanda,NA,NA,Land transport,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,MD-olía,Gasolía,Sala ekki flutningsjöfnuð,21872802,18919.97373,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,Sala ekki flutningsjöfnuð,23480351,20310.503614999998,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía lituð,Gasolía,Sala ekki flutningsjöfnuð,10004,8.653459999999999,2019,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala ekki flutningsjöfnuð,70741,61.190965,2019,Skip og bátar,Millilanda,NA,Litlir bátar,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala ekki flutningsjöfnuð,1130,0.97745,2019,Skip og bátar,Millilanda,NA,Litlir bátar,Ships and boats,222748,211462
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala ekki flutningsjöfnuð,20492,17.725579999999997,2019,Skip og bátar,Millilanda,NA,Litlir bátar,Ships and boats,222748,211462
Söludælur,Vogar,190,Sveitarfélagið Vogar,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,180115,155.799475,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,1250
Ísafjörður,Súðavík,420,Súðavíkurhreppur,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,89960,77.8154,2019,Önnur notkun,Innanlands,Einni færslu skipt í tvennt til að geta flokkað betur,NA,Other uses,6913,197
Ísafjörður,Súðavík,420,Súðavíkurhreppur,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,89960,77.8154,2019,Skip og bátar,Innanlands,Einni færslu skipt í tvennt til að geta flokkað betur,Litlir bátar,Ships and boats,6913,197
Reyðarfjörður,Keflavík,230,Reykjanesbær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,951,0.822615,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,18409
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala utan svæðis - flj.,288732,249.75318,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,67919,58.749935,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,18409
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Skipagasolía lituð,Gasolía,Sala utan svæðis - flj.,34914,30.20061,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,18409
Söludælur,Keflavík,230,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,2782338,2406.72237,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,27672,23.93628,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,2084126,1802.76899,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,261080,225.8342,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,515693,446.074445,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,119376,103.26024000000001,2019,Önnur notkun,Innanlands,Flugvallarstarfsemi,NA,Other uses,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,403683,349.185795,2019,Önnur notkun,Innanlands,Flugvallarstarfsemi,NA,Other uses,26463,18409
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,230261,199.17576499999998,2019,Önnur notkun,Innanlands,Flugvallarstarfsemi,NA,Other uses,26463,18409
Grindavík,Grindavík,240,Grindavíkurbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,55463,47.975495,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3375
Grindavík,Grindavík,240,Grindavíkurbær,Suðurnes,MD-olía,Gasolía,Sala innan svæðis - flj.,256462,221.83963,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3375
Grindavík,Grindavík,240,Grindavíkurbær,Suðurnes,Skipagasolía,Gasolía,Sala innan svæðis - flj.,331251,286.532115,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3375
Grindavík,Grindavík,240,Grindavíkurbær,Suðurnes,Skipagasolía lituð,Gasolía,Sala innan svæðis - flj.,10062,8.703629999999999,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3375
Reykjavík,Grindavík,240,Grindavíkurbær,Suðurnes,Gasolía,Gasolía,Sala utan svæðis - flj.,28525,24.674125,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3375
Reykjavík,Grindavík,240,Grindavíkurbær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,7398311,6399.539014999999,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3375
Söludælur,Grindavík,240,Grindavíkurbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,1647560,1425.1393999999998,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3375
Grindavík,Grindavík,240,Grindavíkurbær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,236369,204.459185,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,3375
Reykjavík,Grindavík,240,Grindavíkurbær,Suðurnes,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,400663,346.573495,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,3375
Reyðarfjörður,Sandgerði,245,Suðurnesjabær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,7411,6.410515,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3429
Reykjavík,Sandgerði,245,Suðurnesjabær,Suðurnes,Gasolía,Gasolía,Sala utan svæðis - flj.,37844,32.735060000000004,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3429
Reykjavík,Sandgerði,245,Suðurnesjabær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,524526,453.71499,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3429
Reykjavík,Sandgerði,245,Suðurnesjabær,Suðurnes,Skipagasolía lituð,Gasolía,Sala utan svæðis - flj.,46494,40.21731,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,3429
Söludælur,Sandgerði,245,Suðurnesjabær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,466327,403.37285499999996,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3429
Reykjavík,Sandgerði,245,Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,445464,385.32635999999997,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,3429
Reykjavík,Garður,250,Suðurnesjabær,Suðurnes,Gasolía,Gasolía,Sala utan svæðis - flj.,249863,216.131495,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3429
Söludælur,Garður,250,Suðurnesjabær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,137662,119.07763,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,3429
Söludælur,Sandgerði,245,Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,35888,31.04312,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,3429
Söludælur,Garður,250,Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,31627,27.357355,2019,Önnur notkun,Innanlands,NA,NA,Other uses,26463,3429
Reykjavík,Garður,250,Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,78315,67.742475,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,3429
Grímsey,Grímsey,601,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,170166,147.19359,2019,Skip og bátar,Innanlands,Einni færslu skipt í tvennt til að geta flokkað betur,Litlir bátar,Ships and boats,29964,21199
Reyðarfjörður,Njarðvík,260,Reykjanesbær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,10947,9.469155,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,18409
Reykjavík,Njarðvík,260,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala utan svæðis - flj.,811,0.701515,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Reykjavík,Njarðvík,260,Reykjanesbær,Suðurnes,MD-olía,Gasolía,Sala utan svæðis - flj.,34426,29.778489999999998,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,18409
Reykjavík,Njarðvík,260,Reykjanesbær,Suðurnes,Skipagasolía,Gasolía,Sala utan svæðis - flj.,636147,550.267155,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,26463,18409
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,680185,588.3600250000001,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,2261352,1956.0694799999999,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Gasolía,Gasolía,Sala innan svæðis - flj.,1828000,1581.22,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,26463,18409
Grímsey,Grímsey,601,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,340332,294.38718,2019,Skip og bátar,Innanlands,Einni færslu skipt í tvennt til að geta flokkað betur,Litlir bátar,Ships and boats,29964,21199
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,584820,505.8693,2019,Önnur notkun,Innanlands,NA,NA,Other uses,26463,18409
Söludælur,Keflavík,230,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,75834,65.59641,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,18409
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,65509,56.665285,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,18409
Reykjavík,Njarðvík,260,Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,417340,360.9991,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,26463,18409
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,522509,451.970285,2019,Önnur notkun,Innanlands,NA,NA,Other uses,222748,11286
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía,Gasolía,Sala utan svæðis - flj.,65833,56.945544999999996,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,222748,11286
Reykjavík,Kjalarnes,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía,Gasolía,Sala utan svæðis - flj.,7197,6.225404999999999,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,222748,11286
Reykjavík,Kjalarnes,270,Mosfellsbær,Höfuðborgarsvæðið,Skipagasolía,Gasolía,Sala utan svæðis - flj.,13027,11.268355,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,222748,11286
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía,Gasolía,Sala utan svæðis - flj.,61918,53.55907,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,222748,11286
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía,Gasolía,Sala innan svæðis - flj.,2765110,2391.82015,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,222748,11286
Söludælur,Kjalarnes,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía,Gasolía,Sala innan svæðis - flj.,335846,290.50678999999997,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,222748,11286
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía,Gasolía,Sala innan svæðis - flj.,2918751,2524.719615,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,222748,11286
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,293480,253.86020000000002,2019,Önnur notkun,Innanlands,NA,NA,Other uses,222748,11286
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,147619,127.690435,2019,Önnur notkun,Innanlands,NA,NA,Other uses,222748,11286
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,123673,106.97714500000001,2019,Önnur notkun,Innanlands,NA,NA,Other uses,222748,11286
Reykjavík,Kjalarnes,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,45835,39.647275,2019,Önnur notkun,Innanlands,NA,NA,Other uses,222748,11286
Eskifjörður,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,1429,1.236085,2019,Önnur notkun,Innanlands,NA,NA,Other uses,222748,11286
Akranes,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,322407,278.882055,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Akranes,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,MD-olía,Gasolía,Sala innan svæðis - flj.,134897,116.685905,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,16462,8171
Akranes,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipagasolía,Gasolía,Sala innan svæðis - flj.,260940,225.7131,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,16462,8171
Akranes,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipagasolía lituð,Gasolía,Sala innan svæðis - flj.,748197,647.190405,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,16462,8171
Akureyri,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,MD-olía,Gasolía,Sala innan svæðis - flj.,49512,42.82788,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,16462,8171
Reykjavík,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala utan svæðis - flj.,67267,58.185955,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Reykjavík,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipagasolía lituð,Gasolía,Sala innan svæðis - flj.,54230,46.90895,2019,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,1085604,939.04746,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,1148693,993.6194449999999,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,112409,97.233785,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,319616,276.46784,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Grundartangi,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,120460,104.19789999999999,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,75503,65.310095,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,16462,8171
Reykjavík,Ferstikla,301,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala utan svæðis - flj.,11037,9.547004999999999,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Ferstikla,301,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,Sala innan svæðis - flj.,42137,36.448505,2019,Samgöngur á landi,Innanlands,NA,NA,Land transport,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,154626,133.75149,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,16462,8171
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,47236,40.85914,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,16462,8171
Söludælur,Grundartangi,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,279873,242.09014499999998,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,16462,8171
Akranes,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,769666,665.76109,2019,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,16462,8171
Reykjavík,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,422940,365.8431,2019,Önnur notkun,Innanlands,NA,NA,Other uses,16462,8171
