Municipality,Region,Fuel_type,Fuel_supertype,Quantity_ton,Year,Use,Use_eng
Reykjanesbær,Suðurnes,Gasolía á vinnuvélar,Gasolía,2.580295,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,"Bensín, hráolía",Bensín,3.138,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín,Bensín,3.129,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 okt full þjónusta,Bensín,3.129,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Hornafjörður,Suðurland,Díeselolía,Gasolía,3.60878,2014,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,3.087,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía (lituð og ólituð),Gasolía,243.48539,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díselolía ÓB,Gasolía,3.54187225,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Skaftárhreppur,Suðurland,Olía,Gasolía,3.536985,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Vogar,Suðurnes,Ótilgreind,Gasolía,3.5352550000000003,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía á vinnuvélar,Gasolía,2.393455,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Sveitarfélagið Vogar,Suðurnes,olíunotkun,Gasolía,3.483355,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Olíunotkun,Gasolía,3.4124250000000003,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Hornafjörður,Suðurland,Diesellolía,Gasolía,3.40291,2013,Fiskimjölsverksmiðjur,Fishmeal plants
Sveitarfélagið Hornafjörður,Suðurland,Dieselolía,Gasolía,3.393395,2015,Fiskimjölsverksmiðjur,Fishmeal plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olía,Gasolía,76,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Díselolía,Gasolía,0.582145,2017,Efnaiðnaður,Chemical industry
"Norðurþing,Tjörneshreppur",Norðurland eystra,"Bensín, hráolía",Bensín,2.877,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Dísel (gasoil) og svartolía,Gasolía,3.312085,2020,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.86425,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.838,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Díselolía,Gasolía,3.17455,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.74725,2013,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,3.12611,2018,Þauleldi,Sustainable farming
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,3.101025,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín,Bensín,2.6835,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lítið, ólítið og bensín)",Gasolía,255.93101000000001,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,0.0346,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Bensín ET,Bensín,2.51772,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oktan full þjónusta,Bensín,2.49825,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Bensín,Bensín,3.8055,2016,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,3305,2010,Framleiðsla og vinnsla málma,Metal production and processing
Fjarðabyggð,Austurland,Bensín,Bensín,2.41725,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,2.75243,2010,Framleiðsla og vinnsla málma,Metal production and processing
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,2.74032,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Díselolía,Gasolía,2.24554,2016,Efnaiðnaður,Chemical industry
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Ljósavélar,Gasolía,2.6875549999999997,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.29125,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Sveitarfélagið Hornafjörður,Suðurland,Diselolía,Gasolía,2.6356550000000003,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Ótilgreind (almenn olíunotkun),Gasolía,0.173,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.2545,2011,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Olía,Gasolía,2.595,2015,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.25,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Fljótsdalshreppur,Múlaþing",Austurland,Svartolía,Svartolía,1142.313,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Fjarðabyggð,Austurland,"Bensín (GHG07, GHG08, GHG09)",Bensín,2.22825,2016,Framleiðsla og vinnsla málma,Metal production and processing
Sveitarfélagið Vogar,Suðurnes,Ótilgreind,Gasolía,2.568185,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.21325,2015,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.2125,2014,Efnaiðnaður,Chemical industry
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,2.50677,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Bensín,Bensín,6.81,2015,Efnaiðnaður,Chemical industry
Sveitarfélagið Vogar,Suðurnes,Ekki tilgreint nákvæmlega hvaða tegund olíu er notuð,Gasolía,2.43757,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Vogar,Suðurnes,Díselolía,Gasolía,2.407295,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Reykjanesbær,Suðurnes,Svartolía,Svartolía,362.857,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Fjarðabyggð,Austurland,Svartolía,Svartolía,11.996,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díselolía,Gasolía,2.34761,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.028,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díeselolía,Gasolía,2.29917,2010,Úrgangur og efnamóttaka,Waste and chemical reception
Skagafjörður,Norðurland vestra,Olía,Gasolía,2.256785,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Ótilgreind,Gasolía,3.76448,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.91775,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía,Gasolía,4.088855,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Reykjanesbær,Suðurnes,Gasolía,Gasolía,1.73,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Olía,Gasolía,2.15212,2015,Efnaiðnaður,Chemical industry
Fjarðabyggð,Austurland,Gasolía,Gasolía,1.6755049999999998,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Ótilgreind,Gasolía,2.06389,2020,Þauleldi,Sustainable farming
Vestmannaeyjabær,Suðurland,Díeselolía,Gasolía,7.23313,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,2.04659,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Ótilgreind,Gasolía,2.026695,2019,Þauleldi,Sustainable farming
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.6965,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.912515,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasoílunotkun,Gasolía,1.912515,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,375,2010,Framleiðsla og vinnsla málma,Metal production and processing
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.9107850000000002,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.9107850000000002,2015,Úrgangur og efnamóttaka,Waste and chemical reception
"Fljótsdalshreppur,Múlaþing",Austurland,Svartolía,Svartolía,868.319,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olíuúrgangur,Úrgangsolía,1.7415000000000003,2015,Framleiðsla og vinnsla málma,Metal production and processing
Vesturbyggð,Vestfirðir,Gasolía,Gasolía,1.858885,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,122,2010,Framleiðsla og vinnsla málma,Metal production and processing
Fjarðabyggð,Austurland,DMA olía,Gasolía,4.87687,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,1452.722,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,861.982,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.548,2012,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.548,2012,Efnaiðnaður,Chemical industry
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.7646,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,1.7559500000000001,2011,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Olía,Gasolía,1.7542200000000001,2015,Efnaiðnaður,Chemical industry
Skagafjörður,Norðurland vestra,Olía,Gasolía,1.751625,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.751625,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín,Bensín,1.51125,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.741245,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,628.93,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Fjarðabyggð,Austurland,Gasolía,Gasolía,1.89262,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Reykjanesbær,Suðurnes,Gasolía,Gasolía,1.73,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Skagafjörður,Norðurland vestra,Ótilgreind,Gasolía,1.73,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Bensín,Bensín,1.5,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Bensín,Bensín,1.5,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.5,2013,Efnaiðnaður,Chemical industry
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía,Gasolía,1.56046,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.5,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Langanesbyggð,Norðurland eystra,Díeselolía,Gasolía,9.723465000000001,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.464,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Fljótsdalshreppur,Múlaþing",Austurland,DMA olía,Gasolía,348.627005,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,550,2010,Malbikunarstöðvar,Asphalt plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díeselolía 0b,Gasolía,1.6715087000000002,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Bensín,Bensín,1.3875,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vopnafjarðarhreppur,Austurland,díselolía,Gasolía,0.9515,2010,Fiskimjölsverksmiðjur,Fishmeal plants
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Díselolía,Gasolía,1.585545,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Langanesbyggð,Norðurland eystra,Díeselolía,Gasolía,7.39921,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Fjarðabyggð,Austurland,DMA olía,Gasolía,61.232485000000004,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensínnotkun,Bensín,1.329,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Bensín,Bensín,1.32225,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Díselolía,Gasolía,1.514615,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,2907,2011,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,505,2011,Framleiðsla og vinnsla málma,Metal production and processing
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,1.492125,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Olía,Gasolía,1.473095,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Díselolía,Gasolía,1.473095,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.24275,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,550.928,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,165,2011,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,490,2011,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,1.384,2018,Þauleldi,Sustainable farming
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,480,2012,Framleiðsla og vinnsla málma,Metal production and processing
Fjarðabyggð,Austurland,Gasolía á vinnuvélar,Gasolía,2.06735,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Ásahreppur,Rangárþing ytra",Suðurland,Ótilgreind olía,Gasolía,1.2975,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,"Ótilgreind (almennt nefnt sem ""olíunotkun"")",Gasolía,1.2975,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.1205,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,1.2905799999999998,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Bensín,Bensín,4.995,2014,Efnaiðnaður,Chemical industry
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín,Bensín,1.1145,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,1.28539,2013,Efnaiðnaður,Chemical industry
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 okt,Bensín,1.1112825,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensínnotkun,Bensín,1.089,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díselolía,Gasolía,1.25598,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vopnafjarðarhreppur,Austurland,svartolía,Svartolía,627,2010,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.0785,2019,Úrgangur og efnamóttaka,Waste and chemical reception
